memberID,id,type,typeId,title,organisation,startMonth,startYear,endMonth,endYear
2035,3111,Public life,2,Chief of Defence Procurement,MOD,,1985.0,,1991.0
2035,4533,Political,3,Alderman,City of London Corporation,,1984.0,,2012.0
2035,3104,Non political,1,Chairman,United Scientific Holdings plc,,1982.0,,1985.0
2046,227,Public life,2,President,Association of Scottish District Salmon Boards,,1996.0,,2011.0
2046,214,Non political,1,Deputy Chairman,General Accident,,1993.0,,1998.0
2046,225,Public life,2,Chancellor,Glasgow Caledonian University,,1993.0,,2002.0
2046,216,Non political,1,Chairman,Clydesdale Bank,,1991.0,,1996.0
2046,218,Non political,1,Director,National Australia Bank,,1991.0,,1996.0
2046,217,Non political,1,Director,Hambro's plc,,1989.0,,1998.0
2046,223,Public life,2,Chairman,Senior Salaries Review Body,,1989.0,,1995.0
2046,224,Public life,2,Chairman,SDA / Scottish Enterprise,,1989.0,,1993.0
2046,222,Public life,2,President,CBI,,1986.0,,1988.0
2046,215,Non political,1,Chairman,Scottish & Newcastle plc,,1983.0,,1989.0
2046,219,Non political,1,Director,Edinburgh Investment Trust,,1983.0,,1994.0
2046,226,Public life,2,Chairman,Countryside Commission for Scotland,,1983.0,,1985.0
2046,220,Non political,1,Director,Radio Clyde,,1982.0,,1985.0
2046,228,Public life,2,Deputy Lietenant,Stirling and Falkirk,,1982.0,,2004.0
2046,221,Public life,2,Chairman,CBI for Scotland,,1979.0,,1981.0
2046,213,Non political,1,Vice - Chairman,William Collins Sons & Co Publishers,,1961.0,,1983.0
2048,590,Public life,2,Chancellor,University of Bradford,,1997.0,,2005.0
2048,591,Public life,2,Chairman,National Coalmining Museum for England,,1993.0,,2005.0
2048,589,Public life,2,Chairman of Council,University of Bradford,,1991.0,,1997.0
2048,588,Public life,2,President,"Birkbeck College, University of London",,1983.0,,1991.0
2048,587,Non political,1,Chairman,Equal Opportunities Commission,,1975.0,,1983.0
2048,586,Non political,1,Chief Women's Officer,The Labour Party,,1967.0,,1975.0
2054,243,Public life,2,Trustee,Michael Sieff Foundation,,2008.0,,
2054,1268,Non political,1,Landowner,,,1985.0,,
2059,5297,Non political,1,Chairman ,ClearBank Tide Business Banking Grant Implementation Steering Committee,,2019.0,,
2059,4435,Non political,1,Non-Exec Director,Brockwell Energy Ltd,,2017.0,,
2059,3609,Non political,1,Adviser,BPI plc,,2015.0,,
2059,4057,Non political,1,Non-Exec Director,Hargreaves Energy Projects Ltd,,2015.0,,2017.0
2059,4058,Non political,1,Advisor,Hargreaves (UK) Services Ltd,,2015.0,,2017.0
2059,3610,Public life,2,Member,Better Regulation Strategy Group,,2014.0,,2015.0
2059,3611,Public life,2,President,National Trust for Scotland,,2012.0,,
2059,1253,Non political,1,Chairman,British Polythene Pension Scheme,,2009.0,,
2059,1259,Public life,2,Member/Chair,Risk & Regulation Advisory Council,,2009.0,,2010.0
2059,1261,Public life,2,Member,Calman Commission (on Scottish Devolution),,2008.0,,2009.0
2059,1252,Non political,1,Chairman,SRUC Ltd. and SAC Commercial Ltd.,,2007.0,,2015.0
2059,1262,Public life,2,Deputy Lieutenant,Fife,,2007.0,,
2059,1254,Non political,1,Non Exec Director,BPI plc,,2006.0,,2015.0
2059,1260,Public life,2,Member/Deputy Chairman,Better Regulation Commission,,2006.0,,2008.0
2059,1263,Public life,2,President,Royal Highland & Agricultural Society of Scotland,,2005.0,,2006.0
2059,1264,Public life,2,Chairman,Moorland Forum,,2005.0,,2018.0
2059,1265,Public life,2,President,Royal Scottish Geographical Society (Vice President 2012 – present),,2005.0,1.0,2012.0
2059,1251,Non political,1,Chairman,United Kingdom Accreditation Service (UKAS),,2002.0,,
2059,1255,Non political,1,Non Exec Director,Scottish Resources Group,,2001.0,,2013.0
2059,1266,Public life,2,Chairman,Elmwood College,,2000.0,,2009.0
2059,1256,Non political,1,Chairman,Scottish Quality Salmon,,1998.0,,2006.0
2059,1258,Non political,1,Non-Exec Director,UA Group plc,,1998.0,,2005.0
2059,1257,Non political,1,Chairman,Assured British Meat,,1997.0,,2001.0
2059,1267,Public life,2,President,International Tree Foundation (Vice President 2005 – present),,1995.0,,2005.0
2068,1478,Non political,1,Governor,Bank of England,,1983.0,,1993.0
2068,1479,Public life,2,Lord Lieutenant,County of Kent,,1982.0,,2002.0
2068,1477,Non political,1,Chairman,National Westminster Bank,,1976.0,,1983.0
2068,1475,Political,3,Chairman,Kent County Council,,1972.0,,1975.0
2068,1476,Non political,1,Barrister,,,1955.0,,1965.0
2097,6467,Non political,1,Extra Baroness in Waiting,,,2004.0,,2022.0
2097,4924,Political,3,Party Vice Chair,Conservative Party,,1987.0,,1997.0
2097,4923,Public life,2,Chair of Bench,Solihull Bench,,1981.0,,1984.0
2097,4507,Political,3,"Chair, Trading Standard Committee",West Midlands Council,,1979.0,,1981.0
2097,3213,Political,3,Member,West Midlands County Council,,1977.0,,1981.0
2097,4922,Public life,2,Magistrate,,,1968.0,,2000.0
2102,2187,Public life,2,Chairman,Foundation for Science and Technology,,2006.0,,
2102,515,Public life,2,Chair of Trustees,"Royal Botanic Gardens, Kew",,2003.0,,2009.0
2102,517,Public life,2,President,Royal Geographical Society,,1997.0,,2000.0
2102,516,Public life,2,Chancellor,University of Southampton,,1996.0,,2006.0
2102,512,Non political,1,Non Executive Director,Lloyds TSB,,1995.0,,2004.0
2102,518,Public life,2,Chairman,Joint Nature Conservation Committee,,1991.0,,1997.0
2102,2186,Public life,2,Chairman,Rank Prize Funds,,1991.0,,2015.0
2102,513,Non political,1,Chairman,Blackmoor Estate Co,,1990.0,,2014.0
2102,519,Public life,2,Chairman,Agricultural and Food Research Council,,1983.0,,1989.0
2102,520,Public life,2,Chairman,Hops Marketing Board,,1978.0,,1982.0
2102,521,Public life,2,Vice Chairman,Apple and Pear Development Council,,1969.0,,1973.0
2102,511,Political,3,County Councillor,Hampshire County Council,,1967.0,,1974.0
2102,514,Non political,1,Managing Director,Blackmoor Estate Co,,1962.0,,2004.0
2105,6145,Non political,1,Chair,Purpose Business Coalition,,2022.0,,
2105,6148,Public life,2,Prime Minister's Trade Envoy to Tanzania,UK Goverment,,2021.0,,
2105,6147,Public life,2,Independent Advisor on Political Violence and Disruption,UK Government,,2020.0,,
2105,6146,Public life,2,"UK Special Envoy, Countering Violent Extremism",UK Government,,2019.0,,2020.0
2105,747,Public life,2,Chancellor,Teesside University,,2005.0,,2018.0
2105,742,Non political,1,Gen. Sec,Labour Party,,2004.0,,2008.0
2105,746,Non political,1,Chairman,Norlife,,2004.0,,
2105,744,Non political,1,Chairman,Notting Hill Housing,,1999.0,,2004.0
2105,745,Non political,1,Director,Britannia Building Society,,1999.0,,2009.0
2105,743,Non political,1,Deputy Gen. Sec,UNISON,,1971.0,,2004.0
2106,3766,Non political,1,International Arbitrator,,,2010.0,,
2106,3765,Non political,1,Supreme Court Justice,,,2009.0,,2010.0
2106,3767,Public life,2,President,The Academy of Experts,,2006.0,,
2106,3764,Non political,1,Lord of Appeal,,,1997.0,,2009.0
2106,3763,Non political,1,High Court Judge,,,1985.0,,1993.0
2106,3762,Non political,1,Queens Counsel,,,1975.0,,1985.0
2109,1027,Public life,2,Board Member,Christian Aid,,1999.0,,2004.0
2109,1028,Public life,2,Council Member,Anti-Slavery International,,1997.0,,2006.0
2109,1025,Non political,1,Freelance writer and editor,Save the Children; CARE International,,1986.0,,1995.0
2109,1029,Public life,2,President,Samuel Pepys Club,,1985.0,,2021.0
2109,1026,Non political,1,Joint Administrator,"Mapperton Gardens and Estate, Beaminster, Dorset",,1982.0,,
2109,1023,Political,3,Chair or Clerk,Mapperton Parish Meeting,,1980.0,,2010.0
2109,1024,Non political,1,Information and Research Officer,Christian Aid,,1974.0,,1986.0
2127,1437,Political,3,Member,All Party Pre-Legislative Scrutiny Committee on Human Embryos,,2008.0,,2009.0
2127,1438,Political,3,Hon Secretary,Parliamentary Space Committee,,2006.0,,2011.0
2127,1433,Non political,1,President,Anglo Swiss Society,,1997.0,,2005.0
2127,1439,Non political,1,Non-Exec Director,"M. J. Gleeson Group (Construction, Housing, Property)",,1996.0,,2006.0
2127,1441,Non political,1,Non-Exec Director,Raab Karcher - Veba Group - Germany (Building Materials & Services),,1994.0,,1998.0
2127,1432,Non political,1,President,British Exporters Association,,1992.0,,1998.0
2127,1446,Non political,1,Exploitant Vini-Viticole,"AOC Vineyard & Olive Grove, Provence, France",,1987.0,,
2127,1431,Political,3,Member,"House of Lords European Sub-Committee B (Finance, Economy/Trade)",,1984.0,,1986.0
2127,1428,Non political,1,Member,British Overseas Trade Board,,1983.0,,1986.0
2127,1430,Non political,1,Member,East European Trade Council,,1983.0,,1986.0
2127,1429,Non political,1,Chairman,Committee for Middle East Trade,,1979.0,,1986.0
2127,1440,Non political,1,Non-Exec Director,Merloni Group - Italy (White Goods),,1978.0,,1998.0
2127,1434,Public life,2,Chairman,Greater London & South East Council for Sport & Recreation,,1977.0,,1983.0
2127,1425,Political,3,British Delegate,Council of Europe - Strasbourg,,1972.0,,1978.0
2127,1426,Political,3,British Delegate,Western European Union - Paris,,1972.0,,1978.0
2127,1427,Political,3,Treasurer,Conservative Group on Europe,,1972.0,,1975.0
2127,1435,Public life,2,Secretary/Treasurer,House of Lords Yacht Club,,1968.0,,1999.0
2127,1444,Non political,1,Director Market Analysis & Research Services,London Press Exchange Group,,1964.0,,1972.0
2127,1445,Non political,1,Team Member for Advertising Agency acquisition & development,London Press Exchange Group,,1964.0,,1972.0
2127,1436,Non political,1,Member,Marylebone Cricket Club,,1961.0,,
2127,1443,Non political,1,Employee,Ahlmann Gmbh - Germany (on secondment from UAM) (Bath & Building Products),,1960.0,,
2127,1442,Non political,1,Employee,UAM (Universal Asbestos) - Building materials (Product Manager Plastics Division),,1959.0,,1963.0
2134,5578,Public life,2,Patron,Cavell Nurses’ Trust,,2019.0,,
2134,5576,Political,3,Member (Substitute) UK delegation,Parliamentary Assembly of the Council of Europe,,2018.0,,
2134,5579,Public life,2,Governor,Coram,,2018.0,,
2134,5577,Non political,1,Senior Director,Spencer Stuart & Assoc. London.,,1994.0,,2017.0
2134,5580,Public life,2,Chair,Coram Life Education,,1993.0,,2018.0
2135,4085,Public life,2,Chairman,The Abbotsford Trust,,2008.0,,2015.0
2135,2351,Public life,2,Board Member,The Abbotsford Trust,,2007.0,,
2135,2350,Public life,2,Master,Framework Knitters Livery Company,,2005.0,,2006.0
2135,4522,Public life,2,Vice Lord Lieutenant,"Roxburgh, Selkirk",,2003.0,,2008.0
2135,2349,Public life,2,President,Royal Highland Agricultural Society,,2002.0,,2003.0
2135,4523,Public life,2,President,Royal Highland Show,,2002.0,,2003.0
2135,4521,Non political,1,Chairman,Clydesdale Bank,,1999.0,,2004.0
2135,2347,Public life,2,Chairman,St Mary's School Melrose,,1997.0,,2007.0
2135,2346,Public life,2,Chairman,Glenalmond College Council,,1994.0,,2000.0
2135,2348,Public life,2,Chancellor's Assessor Court,Napier University,,1994.0,,2001.0
2135,2341,Non political,1,Chairman,Scottish Mortgage Trust,,1993.0,,2003.0
2135,2342,Non political,1,Director,Woolcombers,,1992.0,,1995.0
2135,2340,Non political,1,Board Member,Hawick Cashmere Co,,1991.0,,
2135,4084,Non political,1,Chairman,Hawick Cashnere Co,,1991.0,,2013.0
2135,2336,Non political,1,Director,Illingworth Morris plc,,1990.0,,1993.0
2135,2344,Public life,2,Chairman,Scottish Conservative Party,,1990.0,,1993.0
2135,2343,Public life,2,Minister of State,Scottish Office,,1987.0,,1990.0
2135,2339,Non political,1,"Director, Deputy Chairman",Clydesdale Bank,,1986.0,,1999.0
2135,2338,Non political,1,Chairman ,Shires Investment Trust,,1984.0,,1987.0
2135,2337,Non political,1,Chairman,Edinburgh Financial Trust ,,1983.0,,1987.0
2135,2335,Non political,1,Director,Illingworth Morris plc,,1982.0,,1987.0
2135,2345,Public life,2,Chairman,National Union Executive Committee,,1981.0,,1986.0
2135,2334,Non political,1,Director,Johnston of Elgin,,1980.0,,1987.0
2135,2333,Non political,1,Partner,Chas P Sanderson Yarn & Wool Agents,,1958.0,,1987.0
2144,1481,Non political,1,Second Senior Lord of Appeal,,,2002.0,,2007.0
2144,1480,Non political,1,Lord of Appeal,,,1994.0,,2007.0
2147,4049,Non political,1,President,Gun Trade Association,,2000.0,,
2147,4050,Public life,2,Deputy Lieutenant,Staffordshire,,1995.0,,
2154,2191,Public life,2,Chairman,Centre for Policy Studies,,2009.0,,2013.0
2154,2192,Public life,2,Governor,LSE,,2003.0,,2013.0
2154,2190,Non political,1,Partner,M&C Saatchi,,1995.0,,
2165,1279,Non political,1,Vice-Chairman,India800 Foundation,,2010.0,,
2165,1277,Non political,1,Chairman,Ethnic Minority Foundation,,1999.0,,2010.0
2165,1280,Non political,1,Board Member,National Lottery Charity Board,,1994.0,,2000.0
2165,1278,Non political,1,Chairman,The Forbes Trust,,1985.0,,
2165,1281,Non political,1,Board Member,Oxfam,,1985.0,,1993.0
2166,3602,Non political,1,Director,Tekcapital Ltd,,2014.0,,2016.0
2166,3601,Non political,1,CEO and Founder,Neuro-Bio Ltd,,2013.0,,
2166,3583,Non political,1,International Advisory Board Member,Israel Brain Technologies,,2012.0,,
2166,3584,Non political,1, Member,International Advisory Board of Young Sciences,,2012.0,,
2166,3585,Public life,2,Trustee,"Nizami Ganjavi International Centre, Azerbaijan",,2012.0,,
2166,3586,Non political,1,Advisory Board Member,Save Childhood Movement,,2012.0,,
2166,1102,Non political,1,Director,Mind Change,,2011.0,,
2166,2246,Non political,1,Senior Research Fellow,Oxford University,,2011.0,,2014.0
2166,3571,Public life,2,Senior Research Fellow,"Department of Pharmacology, University of Oxford",,2011.0,,
2166,3581,Non political,1,Advisory Board Member,"The Kusuma School of Biological Sciences, Indian Institute of Technology, Delhi",,2011.0,,
2166,3582,Non political,1,International Advisory Board Member,Dementia Foundation for Spark of Life,,2011.0,,
2166,1103,Non political,1,Chair ,Pantheon,,2009.0,,
2166,3580,Public life,2,Trustee,Culham Languages and Sciences,,2009.0,,2011.0
2166,1106,Public life,2,Trustee,Royal Institution Australia (RiAus),,2008.0,,2016.0
2166,1104,Non political,1,Director,Greenfield PPS Ltd,,2007.0,,
2166,3570,Public life,2,Fellow,Royal Society of Edinburgh,,2007.0,,
2166,3577,Public life,2,Trustee,"Institute for Food, Brain and Behaviour",,2007.0,,
2166,3578,Public life,2,Trustee,Science for Humanities,,2007.0,,
2166,3579,Public life,2,"Member, Science Advisory Panel","Science Media Board, Australia",,2007.0,,
2166,3599,Non political,1,Director,MindWeavers,,2007.0,,2009.0
2166,3600,Non political,1,Director,Greenfield PPS Ltd,,2007.0,,
2166,1107,Public life,2,Trustee,"Alexandria Library, Egypt",,2006.0,,
2166,3576,Public life,2,Trustee,Cyprus Research Institute,,2006.0,,2014.0
2166,1105,Non political,1,Director,Enkephala Ltd,,2005.0,,
2166,3569,Public life,2,Chancellor,Heriot Watt University,,2005.0,,2012.0
2166,3563,Public life,2,President,The Classical Association,,2004.0,,2005.0
2166,3564,Public life,2,President,The Institute of Nano Technology,,2004.0,,2005.0
2166,3565,Public life,2,Member,Howard Florey Institute of Experimental Physiology and Medicine,,2004.0,,
2166,3566,Non political,1,Board of Governors,Weizmann Institute of Science,,2004.0,,2013.0
2166,3567,Non political,1,Fellow,James Martin Institute,,2004.0,,
2166,3568,Non political,1,Member,European Academy of Sciences,,2004.0,,
2166,3573,Public life,2,Trustee,'Plants and Us' charity,,2004.0,,
2166,3574,Public life,2,Trustee,"Carnegie Mellon University, Australia",,2004.0,,
2166,3575,Public life,2,Trustee,John Porter Charitable Trust,,2004.0,,
2166,3593,Non political,1,Director,Cherwell Capital plc,,2004.0,,2006.0
2166,3594,Non political,1,Director,Neuro-Diagnostics Ltd,,2004.0,,2005.0
2166,3595,Non political,1,Director,Ri GB,,2004.0,,2006.0
2166,3596,Non political,1,Director,RiSci GB,,2004.0,,2010.0
2166,3597,Non political,1,Director,Jewish Cultural Centre,,2004.0,,2007.0
2166,3598,Non political,1,Director,The Dan David Prize,,2004.0,,2007.0
2166,3572,Public life,2,Member of Advisory Board,"BioAgenda magazine, USA",,2003.0,,2004.0
2166,3592,Non political,1,Director,The Bank of Leumi (UK) Ltd,,2003.0,,2006.0
2166,3588,Non political,1,Director,The Britech Foundation Ltd,,2002.0,,2006.0
2166,3589,Non political,1,Director,Israel Britain Business Council Ltd,,2002.0,,2006.0
2166,3590,Non political,1,Director,Oxford Inspires Ltd,,2002.0,,2005.0
2166,3591,Non political,1,Director,BrainBoost Ltd,,2002.0,,2006.0
2166,3561,Non political,1,Vice-President,Association of Women in Science and Engineering,,2001.0,,2003.0
2166,3560,Non political,1,Member of Council,Weizman Foundation,,2000.0,,2004.0
2166,3562,Non political,1,Vice-President,Rationalist Press Association 'The New Humanist',,2000.0,,2002.0
2166,1109,Public life,2,Senior Research Fellow,University of Oxford,,1998.0,,2016.0
2166,1110,Public life,2,Director,Royal Institution of Great Britain,,1998.0,,2010.0
2166,2249,Public life,2,Trustee,Science Museum,,1998.0,,2003.0
2166,3587,Non political,1,Director,Synaptica Ltd,,1996.0,,2002.0
2166,3559,Public life,2,Gresham Professor of Physics,"Gresham College, London",,1995.0,,1998.0
2166,3557,Public life,2,Deputy Director,Squibb Projects,,1988.0,,1995.0
2166,2248,Non political,1,Professor of Synaptic Pharmacology,Oxford University,,1985.0,,1997.0
2166,3558,Public life,2,Lecturer in Synaptic Pharmacology,University of Oxford,,1985.0,,1996.0
2167,170,Public life,2,Member Council,University of Kent,,2009.0,,2015.0
2167,4487,Public life,2,Chair of Board,Soil Association UK,,2006.0,,2011.0
2167,2376,Public life,2,"Member of UN Secretary-General's High Level Panel on Threats, Challenges and Change",UN,,2003.0,,2004.0
2167,169,Public life,2,Pro-Chancellor and Chair of Council,University of Birmingham,,2001.0,,2007.0
2167,167,Non political,1,UK Special Representative for Cyprus,Foreign and Commonwealth Office,,1996.0,,2003.0
2167,168,Non political,1,Non-Executive Director,Chime Communications and Aegis,,1995.0,,2009.0
2167,171,Public life,2,Advisory Boards,"CER, EDHEC, Tudor Business School",,1995.0,,
2167,2374,Non political,1,Permanent Represenatative to UN,Foreign and Commonwealth Office,,1990.0,,1995.0
2167,2375,Non political,1,Permanent Representative to EU,Foreign and Commonwealth Office,,1985.0,,1990.0
2167,166,Non political,1,"Posts in Tehran, Khabul, EU, Washington, UN",Foreign and Commonwealth Office,,1959.0,,1995.0
2168,6485,Public life,2,Deputy Chair,Guy and St. Thomas' NHS Trust,,2021.0,,
2168,6486,Public life,2,Trustee,Perennial Teaching Institute,,2020.0,,
2168,5317,Non political,1,Master,Fitzwilliam College Cambridge ,,2019.0,,
2168,5319,Public life,2,Chair,Ambition School Leadership ,,2019.0,,
2168,6487,Public life,2,Trustee,Educational Policy Institute ,,2018.0,,
2168,5316,Public life,2,Chair ,Royal Brompton and Harefield Trust,,2017.0,,2021.0
2168,6484,Public life,2,Chair,Frontline (Charity),,2015.0,,2018.0
2168,5318,Public life,2,Chair,Ambition (Charity),,2014.0,,2019.0
2168,5322,Non political,1,Vice Chair,King's College London,,2012.0,,2019.0
2168,5320,Non political,1,Chair,Ofsted ,,2011.0,,2014.0
2168,5321,Non political,1,Board Member ,Olympic Delivery Authority,,2006.0,,2012.0
2168,6483,Non political,1,Director of Government and Political Relations,10 Downing Street,,1997.0,,2005.0
2170,3506,Public life,2,Chairman,Chandran Foundation,,2016.0,,
2170,4065,Non political,1,Manager Director,Different Realities Partnership,,2000.0,,2005.0
2170,3505,Public life,2,Chairman,Preset Housing Association Trust,,1996.0,,2016.0
2170,4067,Public life,2,Chairman,Preset & Chandran Foundation,,1996.0,,
2170,3502,Non political,1,Chairman,Commission for Racial Equality,,1993.0,,2000.0
2170,3504,Public life,2,Chairman,Kick It Out,,1993.0,,
2170,4066,Public life,2,Chairman,Commission for Racial Equality,,1993.0,,2000.0
2170,4064,Non political,1,Chief Executive,London Borough of Lambeth,,1990.0,,1993.0
2170,4792,Public life,2,Council Member,Institute for Race Relations,,1990.0,,
2170,4063,Non political,1,Chief Executive,Inner London Education Authority,,1988.0,,1990.0
2170,4791,Non political,1,Director of Education,Inner London Education Authority,,1986.0,,1988.0
2170,4062,Non political,1,Assistant CEO,London Borough of Lambeth,,1984.0,,1986.0
2170,4794,Public life,2,Chairman,Ujima Housing Association,,1982.0,,1983.0
2170,4061,Non political,1,Head of Ethinic Minorities Unit,Greater London Council,,1981.0,,1984.0
2170,4793,Public life,2,Chairman,Carib Housing Association,,1978.0,,1980.0
2171,4439,Non political,1,Director Anti Corruption,International Cricket Council,,2000.0,,2010.0
2171,151,Non political,1,Commissioner,Metropolitan Police,,1993.0,,2000.0
2171,4042,Non political,1,Chief Constable,Kent Police,,1989.0,,1993.0
2172,4426,Non political,1,Executive Chairman,L1 Energy (UK) LLP,,2015.0,,
2172,1121,Public life,2,Chairman,Queen Elizabeth Prize Foundation,,2011.0,,
2172,1122,Public life,2,Chairman,Blavatnik School of Government Advisory Board,,2011.0,,
2172,1111,Political,3,Lead Non-Executive Director,Cabinet Office,,2010.0,,2015.0
2172,1112,Political,3,Chairman,Independent Review of Higher Education Funding,,2010.0,,2010.0
2172,1120,Public life,2,Chairman,Tate Galleries,,2009.0,,2017.0
2172,1113,Non political,1,Partner & managing Director,Riverstone LLC,,2007.0,,2015.0
2172,1115,Non political,1,Non-Executive Director,Apax,,2006.0,,2007.0
2172,1123,Public life,2,President,Royal Accademy of Engineering,,2006.0,,2011.0
2172,1116,Non political,1,Non-Executive Director,Goldman Sachs,,1999.0,,2007.0
2172,1118,Non political,1,Non-Executive Director,Daimler Chrysler,,1998.0,,2001.0
2172,1117,Non political,1,Non-Executive Director,Intel,,1997.0,,2006.0
2172,1119,Non political,1,Non-Executive Director,Smithkline Beecham,,1996.0,,1999.0
2172,1114,Non political,1,Group Chief Executive,BP plc,,1995.0,,2007.0
2172,1124,Public life,2,Trustee,British Museum,,1995.0,,2005.0
2173,3946,Public life,2,President,Royal Institute of Philosophy,,2010.0,,
2173,3235,Non political,1,Chairman (Non-Executive),Frog Education,,2009.0,,
2173,3237,Public life,2,President,David Hume Institute,,2006.0,,2009.0
2173,3945,Public life,2,President,Scottish Care,,2003.0,,
2173,1505,Public life,2,President,Alzheimer Scotland,,2002.0,,
2173,1506,Public life,2,President,Royal Society of Edinburgh,,2002.0,1.0,2005.0
2173,1507,Public life,2,President,Saltire Society,,2002.0,,2005.0
2173,1504,Public life,2,Chairman,Royal Commission on Care of the Elderly,,1997.0,,1999.0
2173,1503,Non political,1,Vice Chancellor,University of Edinburgh,,1994.0,,2002.0
2173,3236,Public life,2,Chairman,Committee on Appeal Court Procedure (Scotland),,1994.0,,1996.0
2173,1502,Non political,1,Her Majesty's Chief Inspector of Schools (England),Schools Inspectorate/OFSTED,,1992.0,,1994.0
2173,1501,Non political,1,Vice-Chancellor,University of London,,1990.0,,1994.0
2173,1500,Non political,1,Principal,"King's College, London",,1985.0,,1990.0
2175,1660,Public life,2,Chancellor and Visiting Professor,University of Lincoln,,2008.0,,
2175,1661,Public life,2,Chair,Aylesbury Estate New Deal for Communities Programme,,2003.0,,2003.0
2175,1647,Non political,1,CEO,Turning Point,,2001.0,,
2175,1648,Non political,1,CEO,Centre Point,,1995.0,,2001.0
2175,1649,Non political,1,CEO,Alcohol Recovery Project,,1990.0,,1995.0
2175,1650,Non political,1,Regional Director,Housing Association,,1988.0,,1990.0
2175,1651,Non political,1,Housing Manager,"Housing Association, Local Government",,1983.0,,1988.0
2182,4946,Non political,1,Chairman,Conrad Black Capital Corporation,,1978.0,,
2182,4950,Public life,2,Author of nine books,Publshers: Random House; Public Affairs; Encounter,,1976.0,,2018.0
2182,4947,Public life,2,Commentator,National Post (Canada),,,,
2182,4948,Public life,2,Commentator,National Review (USA),,,,
2182,4949,Public life,2,Commentator,National Interest (USA),,,,
2199,2174,Non political,1,Justice of Supreme Court of the UK,,,2009.0,,2013.0
2199,2172,Non political,1,Lord of Appeal in Ordinary,,,2002.0,,2009.0
2199,2169,Non political,1,Justice of Appeal,,,1997.0,,2002.0
2199,2168,Non political,1,High Court Judge,,,1994.0,,1997.0
2199,2167,Non political,1,Barrister,,,1960.0,,1994.0
2202,4039,Public life,2,Trustee,The Horse Trust,,2016.0,,
2202,4040,Public life,2,Hon. Colonel,Royal Wessex Yeomanry,,2015.0,,2022.0
2202,1723,Public life,2,Colonel Commandant ,The Yeomanry,,2011.0,,2023.0
2202,1720,Public life,2,President,Society for the Protection of Animals Abroad,,2010.0,,
2202,1722,Public life,2,President,"UK Council, Reserve Forces and Cadets Association",,2010.0,,
2202,1719,Public life,2,Commanding Officer,Royal Wessex Yeomanry,,2003.0,,2004.0
2202,1717,Non political,1,Managing Director,Standard Chartered Merchant Bank Asia Ltd,,1996.0,,1999.0
2202,1716,Non political,1,Director,Standard Chartered Merchant Bank Asia Ltd,,1994.0,,1999.0
2202,1721,Public life,2,Fellow,Institute of Chartered Accountants in England and Wales,,1990.0,,
2202,2069,Non political,1,Director,Samuel Montagu & Co. Ltd,,1983.0,,1993.0
2203,731,Public life,2,Chair ,Joint Advisory Committee for Church Universities and Colleges (JACCUC),,2006.0,,2012.0
2203,729,Public life,2,Chair of Governors,"St Chad's College, Durham University",,1998.0,,2008.0
2203,730,Public life,2,President,Norcare,,1998.0,,
2203,728,Non political,1,Bishop of Newcastle,Church of England,,1997.0,,
2221,4468,Non political,1,Chairman,B & C (Bank) plc,,2016.0,,
2221,4467,Non political,1,Chairman,Battersea Power Station Foundation,,2015.0,,
2221,4466,Non political,1,Board Member,CPS,,2014.0,,
2221,4469,Non political,1,Governor,Wellington College,,2010.0,,
2221,3158,Non political,1,Director,Hampden Agencies Ltd,,2008.0,,2010.0
2221,3159,Non political,1,Director,Marketform,,2006.0,,2010.0
2221,3157,Non political,1,Director,Scottish Mortgage Investment Fund,,2004.0,,2010.0
2221,3156,Non political,1,Associate Director,Bain Clarkson Plc,,1982.0,,1988.0
2222,630,Public life,2,Chairman,Sindicatum Climate Change Foundation,,2009.0,,2011.0
2222,628,Non political,1,President,DIPEX (Charitable Health Organisation),,2004.0,,
2222,629,Non political,1,Non Executive Director,N. Brown Group plc,,2002.0,,2013.0
2222,627,Non political,1,Joint Managing Director,Marks and Spencer,,1996.0,,1999.0
2222,6344,Non political,1,Governor,Weizmann Institute,,1993.0,,
2227,535,Public life,2,Patron,Royal College of Surgeons,,1998.0,,1998.0
2227,534,Public life,2,Chairman and Fundraiser,H.E.M.S London Hospital (Helicopter Emergency),,1989.0,,1989.0
2227,533,Public life,2,Chairman,EDC for Civil Engineering,,1984.0,,1986.0
2227,530,Non political,1,Invesco/MIM Chairman,Fund Managment,,1981.0,,1993.0
2227,531,Non political,1,United Newspapers Chairman,Publishing,,1981.0,,1999.0
2227,532,Non political,1,Alexander Proudfoot Chairman,Management Consulting,,1976.0,,1995.0
2235,5637,Non political,1,Chairman,The Swinfen Charitable Trust,,2018.0,,
2235,539,Non political,1,Founder and Director,The Swinfen Charitable Trust,,1996.0,,
2235,540,Public life,2,Justice of the Peace,Kent,,1983.0,,1985.0
2235,538,Non political,1,Lieutenant,The Royal Scots,,1959.0,,1963.0
2438,721,Non political,1,Chairman,Bruces-Natolin UK European Scholarships Fund (a UK charity),,2011.0,,
2438,716,Political,3,Chairman,Somerset Strategic Partnership,,2001.0,,2004.0
2438,718,Non political,1,Trustee,Thomson Foundation,,2001.0,,2006.0
2438,720,Non political,1,President,Universities Association for Contemporary European Studies,,2001.0,,2003.0
2438,719,Non political,1,Non Executive Director,Whitbread plc,,1998.0,,2005.0
2438,717,Non political,1,Visiting Professor,University of Bath,,1997.0,,2000.0
2438,727,Public life,2,Secretary General,European Commission,,1987.0,,1997.0
